"trta","aesoc","aedecod","saffl","procedure","factor","measure","rowno","colno","cellpartno","unit","denominator"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","MALAISE","Y","countdistinct","USUBJID",2,81,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA PERIPHERAL","Y","count","quantity",3,83,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","OEDEMA PERIPHERAL","Y","countdistinct","USUBJID",2,83,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","PAIN","Y","count","quantity",1,84,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","PAIN","Y","countdistinct","USUBJID",1,84,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","PYREXIA","Y","count","quantity",1,85,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","PYREXIA","Y","countdistinct","USUBJID",1,85,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","IMMUNE SYSTEM DISORDERS","_ALL_","Y","count","quantity",1,92,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","IMMUNE SYSTEM DISORDERS","_ALL_","Y","countdistinct","USUBJID",1,92,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","IMMUNE SYSTEM DISORDERS","SEASONAL ALLERGY","Y","count","quantity",1,94,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","IMMUNE SYSTEM DISORDERS","SEASONAL ALLERGY","Y","countdistinct","USUBJID",1,94,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","_ALL_","Y","count","quantity",20,95,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","_ALL_","Y","countdistinct","USUBJID",13,95,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","CYSTITIS","Y","count","quantity",1,99,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","CYSTITIS","Y","countdistinct","USUBJID",1,99,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","HORDEOLUM","Y","count","quantity",1,102,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","HORDEOLUM","Y","countdistinct","USUBJID",1,102,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","INFLUENZA","Y","count","quantity",1,103,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","INFLUENZA","Y","countdistinct","USUBJID",1,103,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","LOWER RESPIRATORY TRACT INFECTION","Y","count","quantity",2,105,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","LOWER RESPIRATORY TRACT INFECTION","Y","countdistinct","USUBJID",1,105,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","NASOPHARYNGITIS","Y","count","quantity",8,106,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","NASOPHARYNGITIS","Y","countdistinct","USUBJID",6,106,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","RHINITIS","Y","count","quantity",1,109,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","RHINITIS","Y","countdistinct","USUBJID",1,109,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","UPPER RESPIRATORY TRACT INFECTION","Y","count","quantity",5,110,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","UPPER RESPIRATORY TRACT INFECTION","Y","countdistinct","USUBJID",3,110,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","URINARY TRACT INFECTION","Y","count","quantity",1,111,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INFECTIONS AND INFESTATIONS","URINARY TRACT INFECTION","Y","countdistinct","USUBJID",1,111,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","_ALL_","Y","count","quantity",8,114,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","_ALL_","Y","countdistinct","USUBJID",5,114,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","CONTUSION","Y","count","quantity",3,115,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","CONTUSION","Y","countdistinct","USUBJID",2,115,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","EXCORIATION","Y","count","quantity",1,116,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","EXCORIATION","Y","countdistinct","USUBJID",1,116,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","FACIAL BONES FRACTURE","Y","count","quantity",1,117,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","FACIAL BONES FRACTURE","Y","countdistinct","USUBJID",1,117,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","FALL","Y","count","quantity",1,118,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","FALL","Y","countdistinct","USUBJID",1,118,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","HIP FRACTURE","Y","count","quantity",2,119,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INJURY, POISONING AND PROCEDURAL COMPLICATIONS","HIP FRACTURE","Y","countdistinct","USUBJID",2,119,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","_ALL_","Y","count","quantity",8,123,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","_ALL_","Y","countdistinct","USUBJID",6,123,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","BIOPSY","Y","count","quantity",1,124,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","BIOPSY","Y","countdistinct","USUBJID",1,124,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","BIOPSY PROSTATE","Y","count","quantity",1,125,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","BIOPSY PROSTATE","Y","countdistinct","USUBJID",1,125,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","BLOOD CHOLESTEROL INCREASED","Y","count","quantity",1,127,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","BLOOD CHOLESTEROL INCREASED","Y","countdistinct","USUBJID",1,127,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","BLOOD GLUCOSE INCREASED","Y","count","quantity",2,129,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","BLOOD GLUCOSE INCREASED","Y","countdistinct","USUBJID",1,129,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","ELECTROCARDIOGRAM T WAVE INVERSION","Y","count","quantity",1,135,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","ELECTROCARDIOGRAM T WAVE INVERSION","Y","countdistinct","USUBJID",1,135,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","WEIGHT DECREASED","Y","count","quantity",2,141,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","INVESTIGATIONS","WEIGHT DECREASED","Y","countdistinct","USUBJID",1,141,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","METABOLISM AND NUTRITION DISORDERS","_ALL_","Y","count","quantity",5,143,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","METABOLISM AND NUTRITION DISORDERS","_ALL_","Y","countdistinct","USUBJID",3,143,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","METABOLISM AND NUTRITION DISORDERS","DECREASED APPETITE","Y","count","quantity",2,144,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","METABOLISM AND NUTRITION DISORDERS","DECREASED APPETITE","Y","countdistinct","USUBJID",1,144,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","METABOLISM AND NUTRITION DISORDERS","HYPERCHOLESTEROLAEMIA","Y","count","quantity",1,148,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","METABOLISM AND NUTRITION DISORDERS","HYPERCHOLESTEROLAEMIA","Y","countdistinct","USUBJID",1,148,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","METABOLISM AND NUTRITION DISORDERS","INCREASED APPETITE","Y","count","quantity",2,150,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","METABOLISM AND NUTRITION DISORDERS","INCREASED APPETITE","Y","countdistinct","USUBJID",1,150,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","_ALL_","Y","count","quantity",11,151,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","_ALL_","Y","countdistinct","USUBJID",8,151,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","ARTHRALGIA","Y","count","quantity",1,152,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","ARTHRALGIA","Y","countdistinct","USUBJID",1,152,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","ARTHRITIS","Y","count","quantity",1,153,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","ARTHRITIS","Y","countdistinct","USUBJID",1,153,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","BACK PAIN","Y","count","quantity",4,154,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","BACK PAIN","Y","countdistinct","USUBJID",3,154,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","FLANK PAIN","Y","count","quantity",2,155,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","FLANK PAIN","Y","countdistinct","USUBJID",2,155,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","MUSCLE SPASMS","Y","count","quantity",2,156,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","MUSCLE SPASMS","Y","countdistinct","USUBJID",1,156,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","MYALGIA","Y","count","quantity",1,158,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS","MYALGIA","Y","countdistinct","USUBJID",1,158,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)","_ALL_","Y","count","quantity",1,161,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)","_ALL_","Y","countdistinct","USUBJID",1,161,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)","PROSTATE CANCER","Y","count","quantity",1,164,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)","PROSTATE CANCER","Y","countdistinct","USUBJID",1,164,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","_ALL_","Y","count","quantity",45,165,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","_ALL_","Y","countdistinct","USUBJID",27,165,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","AMNESIA","Y","count","quantity",2,166,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","AMNESIA","Y","countdistinct","USUBJID",1,166,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","BURNING SENSATION","Y","count","quantity",2,168,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","BURNING SENSATION","Y","countdistinct","USUBJID",2,168,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","COGNITIVE DISORDER","Y","count","quantity",1,169,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","COGNITIVE DISORDER","Y","countdistinct","USUBJID",1,169,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","DIZZINESS","Y","count","quantity",18,172,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","DIZZINESS","Y","countdistinct","USUBJID",12,172,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","HEADACHE","Y","count","quantity",9,173,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","HEADACHE","Y","countdistinct","USUBJID",6,173,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","HYPERSOMNIA","Y","count","quantity",1,175,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","HYPERSOMNIA","Y","countdistinct","USUBJID",1,175,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","LETHARGY","Y","count","quantity",1,176,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","LETHARGY","Y","countdistinct","USUBJID",1,176,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","PARAESTHESIA","Y","count","quantity",1,177,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","PARAESTHESIA","Y","countdistinct","USUBJID",1,177,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","PAROSMIA","Y","count","quantity",2,180,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","PAROSMIA","Y","countdistinct","USUBJID",1,180,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","PARTIAL SEIZURES WITH SECONDARY GENERALISATION","Y","count","quantity",1,181,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","PARTIAL SEIZURES WITH SECONDARY GENERALISATION","Y","countdistinct","USUBJID",1,181,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","SOMNOLENCE","Y","count","quantity",1,183,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","SOMNOLENCE","Y","countdistinct","USUBJID",1,183,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","SYNCOPE","Y","count","quantity",4,185,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","SYNCOPE","Y","countdistinct","USUBJID",3,185,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","SYNCOPE VASOVAGAL","Y","count","quantity",1,186,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","SYNCOPE VASOVAGAL","Y","countdistinct","USUBJID",1,186,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","TRANSIENT ISCHAEMIC ATTACK","Y","count","quantity",1,187,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","NERVOUS SYSTEM DISORDERS","TRANSIENT ISCHAEMIC ATTACK","Y","countdistinct","USUBJID",1,187,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","_ALL_","Y","count","quantity",12,188,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","_ALL_","Y","countdistinct","USUBJID",9,188,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","AGITATION","Y","count","quantity",1,189,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","AGITATION","Y","countdistinct","USUBJID",1,189,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","CONFUSIONAL STATE","Y","count","quantity",1,192,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","CONFUSIONAL STATE","Y","countdistinct","USUBJID",1,192,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","DELIRIUM","Y","count","quantity",1,193,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","DELIRIUM","Y","countdistinct","USUBJID",1,193,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","DELUSION","Y","count","quantity",1,194,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","DELUSION","Y","countdistinct","USUBJID",1,194,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","DEPRESSED MOOD","Y","count","quantity",1,195,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","DEPRESSED MOOD","Y","countdistinct","USUBJID",1,195,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","HALLUCINATION","Y","count","quantity",1,197,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","HALLUCINATION","Y","countdistinct","USUBJID",1,197,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","HALLUCINATION, VISUAL","Y","count","quantity",1,198,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","HALLUCINATION, VISUAL","Y","countdistinct","USUBJID",1,198,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","INSOMNIA","Y","count","quantity",2,199,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","INSOMNIA","Y","countdistinct","USUBJID",2,199,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","LIBIDO DECREASED","Y","count","quantity",1,201,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","LIBIDO DECREASED","Y","countdistinct","USUBJID",1,201,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","LISTLESS","Y","count","quantity",1,202,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","LISTLESS","Y","countdistinct","USUBJID",1,202,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","NIGHTMARE","Y","count","quantity",1,203,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","PSYCHIATRIC DISORDERS","NIGHTMARE","Y","countdistinct","USUBJID",1,203,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RENAL AND URINARY DISORDERS","_ALL_","Y","count","quantity",4,205,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RENAL AND URINARY DISORDERS","_ALL_","Y","countdistinct","USUBJID",3,205,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RENAL AND URINARY DISORDERS","CALCULUS URETHRAL","Y","count","quantity",1,206,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RENAL AND URINARY DISORDERS","CALCULUS URETHRAL","Y","countdistinct","USUBJID",1,206,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RENAL AND URINARY DISORDERS","MICTURITION URGENCY","Y","count","quantity",2,210,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RENAL AND URINARY DISORDERS","MICTURITION URGENCY","Y","countdistinct","USUBJID",1,210,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RENAL AND URINARY DISORDERS","NEPHROLITHIASIS","Y","count","quantity",1,211,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RENAL AND URINARY DISORDERS","NEPHROLITHIASIS","Y","countdistinct","USUBJID",1,211,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","_ALL_","Y","count","quantity",1,213,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","_ALL_","Y","countdistinct","USUBJID",1,213,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","BENIGN PROSTATIC HYPERPLASIA","Y","count","quantity",1,214,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","REPRODUCTIVE SYSTEM AND BREAST DISORDERS","BENIGN PROSTATIC HYPERPLASIA","Y","countdistinct","USUBJID",1,214,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","_ALL_","Y","count","quantity",22,216,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","_ALL_","Y","countdistinct","USUBJID",10,216,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","ALLERGIC GRANULOMATOUS ANGIITIS","Y","count","quantity",1,217,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","ALLERGIC GRANULOMATOUS ANGIITIS","Y","countdistinct","USUBJID",1,217,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","COUGH","Y","count","quantity",7,218,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","COUGH","Y","countdistinct","USUBJID",5,218,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","DYSPNOEA","Y","count","quantity",1,220,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","DYSPNOEA","Y","countdistinct","USUBJID",1,220,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","EPISTAXIS","Y","count","quantity",2,222,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","EPISTAXIS","Y","countdistinct","USUBJID",2,222,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","NASAL CONGESTION","Y","count","quantity",4,224,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","NASAL CONGESTION","Y","countdistinct","USUBJID",3,224,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","PHARYNGEAL ERYTHEMA","Y","count","quantity",2,225,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","PHARYNGEAL ERYTHEMA","Y","countdistinct","USUBJID",1,225,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","PHARYNGOLARYNGEAL PAIN","Y","count","quantity",1,226,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","PHARYNGOLARYNGEAL PAIN","Y","countdistinct","USUBJID",1,226,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","PRODUCTIVE COUGH","Y","count","quantity",1,228,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","PRODUCTIVE COUGH","Y","countdistinct","USUBJID",1,228,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY TRACT CONGESTION","Y","count","quantity",1,230,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RESPIRATORY TRACT CONGESTION","Y","countdistinct","USUBJID",1,230,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RHINORRHOEA","Y","count","quantity",2,231,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS","RHINORRHOEA","Y","countdistinct","USUBJID",1,231,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","_ALL_","Y","count","quantity",111,232,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","_ALL_","Y","countdistinct","USUBJID",42,232,2,2,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ACTINIC KERATOSIS","Y","count","quantity",1,233,2,1,"_NULL_","_NULL_"
"Xanomeline High Dose","SKIN AND SUBCUTANEOUS TISSUE DISORDERS","ACTINIC KERATOSIS","Y","countdistinct","USUBJID",1,233,2,2,"_NULL_","_NULL_"
